2022-09-11 20:05:58,213 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:05:58,213 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:05:58,214 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:05:58,214 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:05:58,214 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:05:58,214 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:05:58,214 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:05:58,214 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:07:11,153 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:07:11,153 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:07:11,153 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:07:11,153 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:07:11,154 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:07:11,154 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:07:11,154 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:07:11,154 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:12:58,041 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:12:58,041 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:12:58,041 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:12:58,042 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:12:58,042 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:12:58,042 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:12:58,042 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:12:58,042 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:13:25,803 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:13:25,803 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:13:25,803 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:13:25,803 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:13:25,803 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:13:25,803 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:13:25,803 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:13:25,804 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:14:14,435 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:14:14,436 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:14:14,436 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:14:14,436 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:14:14,436 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:14:14,436 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:14:14,436 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:14:14,436 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:14:35,526 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:14:35,526 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:14:35,526 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:14:35,527 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:14:35,527 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:14:35,527 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:14:35,527 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:14:35,527 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:15:10,236 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:15:10,237 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:15:10,237 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:15:10,237 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:15:10,237 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:15:10,237 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:15:10,237 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:15:10,237 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:15:49,891 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:15:49,892 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:15:49,892 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:15:49,892 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:15:49,892 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:15:49,892 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
2022-09-11 20:15:49,892 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=35.0)
2022-09-11 20:15:49,892 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=110.0)
2022-09-11 20:16:03,873 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=210.0)
2022-09-11 20:16:03,873 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=185.0)
2022-09-11 20:16:03,874 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=255.0)
2022-09-11 20:16:03,874 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='DIESEL', power=205.0)
2022-09-11 20:16:03,874 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='LPG', power=95.0)
2022-09-11 20:16:03,874 validator    ERROR    Car engine type must be ingredients class Engine [type: , power: ]: Engine(type='GASOLINE', power=1000.0)
